Wall time,Step,Value
1661079666.669849,0,6.107388496398926
1661079670.845321,1,1.0425828695297241
1661079675.12016,2,0.6984992027282715
1661079679.460904,3,0.5159103870391846
1661079683.818966,4,0.3987201750278473
1661079688.079265,5,0.32143428921699524
1661079692.377804,6,0.26002463698387146
1661079696.644132,7,0.2170679122209549
1661079700.862446,8,0.187266007065773
1661079704.938162,9,0.16656358540058136
1661079709.113857,10,0.1523117572069168
1661079713.252183,11,0.14179320633411407
1661079717.403059,12,0.13560894131660461
1661079721.680653,13,0.12897391617298126
1661079725.896475,14,0.12246247380971909
1661079730.154117,15,0.1165614053606987
1661079734.380486,16,0.11016049236059189
1661079738.647689,17,0.10354790091514587
1661079743.043082,18,0.0962933823466301
1661079747.336767,19,0.08778823167085648
1661079751.671799,20,0.07957962155342102
1661079755.929608,21,0.07051524519920349
1661079760.12097,22,0.06022084131836891
1661079764.357631,23,0.05102704092860222
1661079768.60003,24,0.04519033804535866
1661079772.714672,25,0.0426359549164772
1661079776.823835,26,0.04062235727906227
1661079781.158817,27,0.03698614984750748
1661079785.487217,28,0.034915294498205185
1661079789.793478,29,0.03273562341928482
1661079794.079402,30,0.029180824756622314
1661079798.363756,31,0.026650823652744293
1661079802.633813,32,0.023800676688551903
1661079806.787446,33,0.021155590191483498
1661079811.111783,34,0.01811155490577221
1661079815.362577,35,0.016196753829717636
1661079819.611333,36,0.014354375191032887
1661079823.848859,37,0.012381824664771557
1661079828.143401,38,0.010905002243816853
1661079832.450763,39,0.009814313612878323
1661079836.655316,40,0.009221571497619152
1661079840.895406,41,0.008213568478822708
1661079845.003008,42,0.008154007606208324
1661079849.25068,43,0.007022210396826267
1661079853.376453,44,0.006615468766540289
1661079857.563571,45,0.006657543126493692
1661079861.728551,46,0.005570617504417896
1661079865.970816,47,0.005220579449087381
1661079870.205934,48,0.005970376543700695
1661079874.516528,49,0.0048185065388679504
1661079878.750863,50,0.005188286770135164
1661079882.965086,51,0.004720230586826801
1661079887.150925,52,0.005031001754105091
1661079891.430617,53,0.0051304055377841
1661079895.569769,54,0.004848619922995567
1661079899.727769,55,0.004365441855043173
1661079904.023095,56,0.004008193500339985
1661079908.344704,57,0.003939202520996332
1661079912.623236,58,0.004625861532986164
1661079916.94041,59,0.003427078714594245
1661079921.258939,60,0.0036094188690185547
1661079925.533727,61,0.00490109296515584
1661079929.733138,62,0.004218400456011295
1661079933.954468,63,0.004248008131980896
1661079938.096061,64,0.0031572633888572454
1661079942.309661,65,0.004445289261639118
