Wall time,Step,Value
1661271721.418749,2,0.04957033693790436
1661271723.355129,3,0.02266068384051323
1661271730.969855,7,0.006419443525373936
1661271736.621986,10,0.010702853091061115
1661271744.048995,14,0.0020763524807989597
1661271747.815813,16,0.003657821100205183
1661271753.338964,19,0.0013670335756614804
1661271755.214074,20,0.010207431390881538
1661271760.75731,23,0.004922844935208559
1661271762.664125,24,0.0033814972266554832
1661271764.587153,25,0.00253961025737226
1661271766.549987,26,0.002078443532809615
1661271770.27053,28,0.0014852924505248666
1661271773.915569,30,0.0011779736960306764
1661271777.723565,32,0.0009413512889295816
1661271779.68276,33,0.0008638123981654644
1661271785.335423,36,0.0006977691664360464
1661271787.191421,37,0.0006571043049916625
1661271790.893595,39,0.0005917676026001573
1661271792.757477,40,0.0005719356704503298
1661271796.459521,42,0.0004952471354044974
1661271798.348907,43,0.0004816933360416442
1661271800.236196,44,0.0004972260794602334
1661271805.812222,47,0.00043698717490769923
1661271811.361204,50,0.0005489985342137516
1661271813.262135,51,0.0005791746661998332
1661271818.844303,54,0.04296410083770752
1661271820.71581,55,0.0013068781699985266
1661271822.62225,56,0.0004212379571981728
1661271824.497819,57,0.0008732157293707132
1661271837.576931,64,0.007313318084925413
1661271843.236788,67,0.03143912926316261
1661271845.107954,68,0.00039488845504820347
1661271854.450417,73,0.0004865403752774
1661271861.949676,77,0.005595325957983732
1661271867.528947,80,0.004106172826141119
1661271869.40192,81,0.0002340486680623144
1661271871.288632,82,0.0002041470870608464
1661271876.963965,85,0.00033071122015826404
1661271878.966903,86,0.0004360764578450471
1661271880.922686,87,0.001976693980395794
1661271888.566819,91,0.00021982943871989846
1661271896.068026,95,0.0002002110268222168
1661271907.292212,101,0.0009357082308270037
1661271912.885909,104,0.062031760811805725
1661271914.770423,105,0.00026282508042640984
1661271920.431732,108,0.00018046298646368086
1661271937.311729,117,0.00038796794251538813
1661271939.23352,118,0.0009123592753894627
1661271941.243706,119,0.00040002609603106976
1661271948.732856,123,0.0002510337217245251
1661271954.401198,126,0.014733977615833282
1661271956.300672,127,0.015539267100393772
1661271962.132417,130,0.00023904269619379193
1661271971.837135,135,0.009019440039992332
1661271977.662807,138,0.0002617080754134804
1661271979.625192,139,0.0004748408973682672
1661271983.494233,141,0.0005061548436060548
1661271987.257752,143,0.00020391966972965747
1661271989.198301,144,0.0002347654226468876
1661271991.051702,145,0.0015845558373257518
1661271994.791569,147,0.004385246895253658
1661271996.664335,148,0.0004221184935886413
1661271998.544582,149,0.0010345111368224025
1661272004.160026,152,0.0002623522887006402
1661272007.838907,154,0.006335510406643152
1661272009.701099,155,0.0002676926087588072
1661272011.598311,156,0.0007584546692669392
1661272013.446875,157,0.00032792947604320943
1661272015.306839,158,0.02991117723286152
1661272021.019576,161,0.00014080823166295886
1661272026.622218,164,0.00018218651530332863
1661272028.505601,165,0.00020358909387141466
1661272032.258241,167,0.00022427865769714117
1661272037.814179,170,0.005903232842683792
1661272043.364086,173,0.00015580313629470766
1661272056.384333,180,0.002287980169057846
1661272058.239871,181,0.0010478012263774872
1661272061.935768,183,0.010136295109987259
1661272065.720276,185,0.00017680780729278922
1661272069.44571,187,0.0007949122809804976
1661272086.174666,196,0.00020304322242736816
1661272091.806762,199,0.0007627991726621985
1661272093.676549,200,0.0006058783619664609
1661272097.383054,202,0.047376327216625214
1661272114.258345,211,0.00012472466914914548
1661272121.741727,215,0.00015194594743661582
1661272123.610546,216,0.0003138487518299371
1661272131.309445,220,0.0026673506945371628
1661272135.022266,222,0.00024131305690389127
1661272138.798238,224,0.0011861573439091444
1661272142.67689,226,0.00015456794062629342
1661272155.788001,233,0.01333667989820242
1661272174.654055,243,0.000640650512650609
1661272182.177492,247,0.00039040096453391016
1661272184.03821,248,0.00039658424793742597
1661272185.930968,249,0.017790507525205612
1661272187.7464,250,0.00019179288938175887
1661272191.544698,252,0.0001229827175848186
1661272197.175612,255,0.0001398644526489079
1661272202.847923,258,0.00012812325439881533
